train_no,train_name,source_station_name,destination_station_name,departure_time,arrival_time,day_of_departure,day_of_arrival,distance
12131,DR SAINAGAR,DADAR,SAI NAGAR SHIRDI,21:45:00,03:45:00,Monday,Monday,1243
12132,SAINAGAR DR,SAI NAGAR SHIRDI,DADAR,22:25:00,04:30:00,Wednesday,Wednesday,1396
12133,CSMT-MAJN EX,CST-MUMBAI,MANGALORE JN,22:02:00,12:40:00,Saturday,Saturday,7825
12134,MAJN-CSMT EX,MANGALORE JN,CST-MUMBAI,13:55:00,04:25:00,Friday,Friday,4858
12137,PUNJAB MAIL,CST-MUMBAI,FIROZPUR CANTT JN.,19:35:00,05:50:00,Sunday,Monday,61885
12138,PUNJAB MAIL,FIROZPUR CANTT JN.,CST-MUMBAI,21:40:00,07:35:00,Thursday,Friday,42955
12139,SEWAGRAM EXP,CST-MUMBAI,NAGPUR JN.(CR),15:00:00,06:10:00,Wednesday,Wednesday,14358
12140,SEWAGRAM EXP,NAGPUR JN.(CR),CST-MUMBAI,21:00:00,12:00:00,Wednesday,Wednesday,13388
12163,CHENNAI EXPR,DADAR,CHENNAI EGMORE,20:30:00,19:45:00,Friday,Saturday,17645
12164,CHENNAI EXP,CHENNAI EGMORE,DADAR,06:50:00,06:00:00,Tuesday,Wednesday,12975
12187,MUMBAI GARIB,JABALPUR,CST-MUMBAI,19:30:00,12:15:00,Wednesday,Wednesday,7840
12188,JBP GARIB RA,CST-MUMBAI,JABALPUR,13:30:00,06:00:00,Sunday,Sunday,7092
12225,KAIFIAT EXP,AZAMGARH,DELHI JN.,16:25:00,07:05:00,Thursday,Thursday,4035
12226,KAIFIAT EXP,DELHI JN.,AZAMGARH,19:15:00,09:30:00,Thursday,Thursday,7891
12261,CSMT-HWH DUR,CST-MUMBAI,HOWRAH JN.,17:15:00,19:40:00,Thursday,Friday,6363
12262,HWH-CSMT DUR,HOWRAH JN.,CST-MUMBAI,08:20:00,10:30:00,Sunday,Sunday,7466
12289,CSMT-NGP DUR,CST-MUMBAI,NAGPUR JN.(CR),20:15:00,07:20:00,Thursday,Thursday,1421
12290,NGP-CSMT DUR,NAGPUR JN.(CR),CST-MUMBAI,20:40:00,08:05:00,Friday,Friday,1943
12321,HWH MUMBAI M,HOWRAH JN.,CST-MUMBAI,22:00:00,11:25:00,Tuesday,Wednesday,48668
12322,KOLKATA MAIL,CST-MUMBAI,HOWRAH JN.,21:30:00,11:45:00,Friday,Sunday,55373
12361,ASN CSMT EXP,ASANSOL MAIN,CST-MUMBAI,19:45:00,06:15:00,Thursday,Friday,17898
12362,CSMT- ASANSO,CST-MUMBAI,ASANSOL MAIN,11:05:00,23:15:00,Wednesday,Thursday,25013
12461,MANDOR EXPRE,DELHI JN.,JODHPUR JN.,21:15:00,08:00:00,Wednesday,Wednesday,4171
12462,MANDOR EXPRE,JODHPUR JN.,DELHI JN.,19:45:00,06:40:00,Wednesday,Wednesday,5769
12481,INTERCITY EX,DELHI JN.,SHRI GANGANAGAR,13:10:00,20:40:00,Monday,Monday,2848
12482,INTERCITY EX,SHRI GANGANAGAR,DELHI JN.,05:55:00,13:35:00,Wednesday,Wednesday,3286
12489,BKN DDR SF E,BIKANER JN.,DADAR,13:40:00,12:00:00,Saturday,Sunday,13514
12490,DDR BIKANER,DADAR,BIKANER JN.,14:35:00,13:10:00,Monday,Tuesday,13852
12533,PUSHPAK SF E,LUCKNOW JN.,CST-MUMBAI,19:45:00,19:50:00,Thursday,Friday,11260
12534,PUSHPAK SF E,CST-MUMBAI,LUCKNOW JN.,08:25:00,08:40:00,Monday,Monday,11499
12597,GKP-CSMT-WEE,GORAKHPUR JN.,CST-MUMBAI,08:30:00,12:15:00,Saturday,Saturday,8242
12598,CSMT-GKP -WE,CST-MUMBAI,GORAKHPUR JN.,14:20:00,18:35:00,Friday,Friday,13761
12701,CSMT-HYB HUS,CST-MUMBAI,HYDERABAD DECCAN,21:50:00,12:10:00,Saturday,Saturday,8257
12702,HYB-CSMT HUS,HYDERABAD DECCAN,CST-MUMBAI,14:45:00,04:55:00,Wednesday,Wednesday,5196
12809,CSMT HWH MAI,CST-MUMBAI,HOWRAH JN.,20:35:00,05:50:00,Friday,Saturday,37828
12810,HWH CSMT MAI,HOWRAH JN.,CST-MUMBAI,20:15:00,05:20:00,Tuesday,Thursday,46501
12859,HWH-CSMT,CST-MUMBAI,HOWRAH JN.,06:00:00,12:30:00,Wednesday,Wednesday,25168
12860,HWH-CSMT GEE,HOWRAH JN.,CST-MUMBAI,13:50:00,21:20:00,Sunday,Monday,28164
12869,CSMT-HWH WEE,CST-MUMBAI,HOWRAH JN.,11:05:00,19:30:00,Monday,Tuesday,19576
12870,HWH-CSTM WEE,HOWRAH JN.,CST-MUMBAI,14:35:00,23:15:00,Saturday,Sunday,19920
12915,ASHRAM EXPRE,AHMEDABAD,DELHI JN.,18:30:00,10:10:00,Wednesday,Wednesday,10488
12916,ASHRAM EXPRE,DELHI JN.,AHMEDABAD,15:20:00,07:40:00,Friday,Friday,8130
12959,DADAR BHUJ E,DADAR,NEW BHUJ,00:05:00,17:50:00,Sunday,Sunday,11119
12960,BHUJ DADAR E,NEW BHUJ,DADAR,18:30:00,12:00:00,Saturday,Saturday,8312
12989,DDR AII SF E,DADAR,AJMER JN.,14:35:00,08:15:00,Monday,Monday,12364
12990,AII DDR SF E,AJMER JN.,DADAR,19:20:00,12:40:00,Thursday,Friday,10066
13413,FARAKKA EXPR,MALDA TOWN,DELHI JN.,19:10:00,04:40:00,Wednesday,Thursday,38428
13414,FARKKA EXPRE,DELHI JN.,MALDA TOWN,21:40:00,07:05:00,Tuesday,Wednesday,49689
13483,FARAKKA EXPR,MALDA TOWN,DELHI JN.,19:10:00,04:40:00,Sunday,Monday,41079
13484,FARAKKA EXPR,DELHI JN.,MALDA TOWN,21:40:00,07:05:00,Sunday,Monday,52908
14001,DLI-ATT LINK,DELHI JN.,ATARI JN,23:10:00,07:15:00,Saturday,Saturday,471
14002,ATT-DLI LINK,ATARI JN,DELHI JN.,20:00:00,03:20:00,Thursday,Thursday,471
14011,DLI-HSX EXPR,DELHI JN.,HOSHIARPUR,21:00:00,05:20:00,Friday,Friday,2479
14012,HSX-DLI EXPR,HOSHIARPUR,DELHI JN.,22:10:00,07:10:00,Sunday,Sunday,1217
14033,JAMMU MAIL,DELHI JN.,SHRI MATA VAISHNO DEVI KATRA,20:10:00,11:05:00,Monday,Monday,11439
14034,JAMMU MAIL,SHRI MATA VAISHNO DEVI KATRA,DELHI JN.,14:35:00,05:45:00,Thursday,Thursday,8786
14035,DLI PTK EXPR,DELHI JN.,PATHANKOT JN.,22:45:00,08:20:00,Saturday,Saturday,4354
14036,PTK DLI EXPR,PATHANKOT JN.,DELHI JN.,23:20:00,10:25:00,Saturday,Saturday,5527
14043,GARHWAL EXPR,KOTDWARA,DELHI JN.,15:10:00,22:20:00,Wednesday,Wednesday,1594
14044,GARHWAL EXPR,DELHI JN.,KOTDWARA,07:20:00,14:30:00,Wednesday,Wednesday,1486
14055,BRAHMAPUTRA,DIBRUGARH,DELHI JN.,23:25:00,06:05:00,Tuesday,Thursday,66001
14056,BRAHMPUTRA M,DELHI JN.,DIBRUGARH,23:40:00,04:25:00,Monday,Wednesday,93797
14205,FD-DLI EXP,FAIZABAD JN.,DELHI JN.,17:25:00,05:40:00,Sunday,Sunday,3582
14206,DLI-FD EXPRE,DELHI JN.,FAIZABAD JN.,18:25:00,07:20:00,Thursday,Thursday,3163
14207,PADMAVAT EXP,PARTAPGARH JN.,DELHI JN.,17:00:00,06:45:00,Wednesday,Wednesday,4958
14208,PADMAVAT EXP,DELHI JN.,PARTAPGARH JN.,19:50:00,08:20:00,Wednesday,Wednesday,5580
14519,KISAN EXPRES,DELHI JN.,BATHINDA JN,14:50:00,22:20:00,Saturday,Saturday,2738
14520,KISAN EXPRES,BATHINDA JN,DELHI JN.,06:55:00,14:10:00,Sunday,Sunday,3618
14521,DELHI-AMBALA,DELHI JN.,AMBALA CANTT JN,13:10:00,18:45:00,Sunday,Sunday,1681
14522,AMBALA-DELHI,AMBALA CANTT JN,DELHI JN.,05:40:00,11:40:00,Monday,Monday,1973
14553,HIMACHAL EXP,DELHI JN.,AMB ANDAURA,22:55:00,08:45:00,Thursday,Thursday,6013
14554,HIMACHAL EXP,AMB ANDAURA,DELHI JN.,20:10:00,05:30:00,Wednesday,Wednesday,4404
14555,BAREILLY EXP,BAREILLY JN.,DELHI JN.,14:10:00,21:45:00,Tuesday,Tuesday,2637
14556,BAREILLY EXP,DELHI JN.,BAREILLY JN.,06:00:00,13:05:00,Friday,Friday,3036
14645,SHALIMAR EXP,DELHI JN.,JAMMU TAWI,15:50:00,05:25:00,Wednesday,Wednesday,8220
14646,SHALIMAR EXP,JAMMU TAWI,DELHI JN.,21:00:00,10:55:00,Sunday,Monday,10038
14659,DLI - JSM EX,DELHI JN.,JAISALMER,17:35:00,11:45:00,Saturday,Saturday,14431
14660,JSM - DLI EX,JAISALMER,DELHI JN.,16:45:00,11:15:00,Sunday,Monday,20849
14731,DLI FKA EXP,DELHI JN.,FAZILKA JN.,14:20:00,01:00:00,Wednesday,Wednesday,7304
14732,FKA DLI EXP,FAZILKA JN.,DELHI JN.,02:00:00,12:45:00,Monday,Monday,7787
15035,UTR SAMPARK,DELHI JN.,KATHGODAM,16:00:00,22:45:00,Sunday,Sunday,1749
15036,UTR SAMPRK K,KATHGODAM,DELHI JN.,08:45:00,15:25:00,Sunday,Sunday,1020
15101,JANSADHARAN,SHIVAJINAGAR,CST-MUMBAI,21:15:00,06:15:00,Sunday,Sunday,15325
15102,JANSADHARN,CST-MUMBAI,SHIVAJINAGAR,15:35:00,04:40:00,Sunday,Sunday,20367
15115,LOKNAYAK EXP,SHIVAJINAGAR,DELHI JN.,11:15:00,11:55:00,Thursday,Thursday,10619
15116,LOKNAYAK EXP,DELHI JN.,SHIVAJINAGAR,14:00:00,13:20:00,Thursday,Thursday,10281
15483,SIKKIM MAHAN,ALIPUR DUAR JN.,DELHI JN.,09:25:00,22:40:00,Friday,Saturday,44485
15484,SIKKIM MAHAN,DELHI JN.,ALIPUR DUAR JN.,06:35:00,20:00:00,Thursday,Friday,50550
16331,TRIVANDRAM,CST-MUMBAI,TRIVANDRUM CENTRAL,12:10:00,03:20:00,Sunday,Monday,45072
16332,TVC-CSMT EX,TRIVANDRUM CENTRAL,CST-MUMBAI,04:25:00,20:50:00,Wednesday,Thursday,37047
16339,CSMT-NCJ EX,CST-MUMBAI,NAGERCOIL JN.,12:10:00,03:20:00,Thursday,Friday,39096
16340,NCJ-CSMT EXP,NAGERCOIL JN.,CST-MUMBAI,06:30:00,20:50:00,Saturday,Sunday,34076
16351,CSMT- NCJ EX,CST-MUMBAI,NAGERCOIL JN.,12:10:00,04:15:00,Saturday,Sunday,48197
16352,NCJ-CSMT EXP,NAGERCOIL JN.,CST-MUMBAI,05:00:00,20:50:00,Saturday,Sunday,41282
16381,KANYAKUMARI,CST-MUMBAI,KANNIYAKUMARI,15:45:00,12:35:00,Thursday,Saturday,84931
16382,CAPE MUMBAI,KANNIYAKUMARI,CST-MUMBAI,06:40:00,04:40:00,Wednesday,Thursday,51495
17031,MUMBAI CSMT-,CST-MUMBAI,HYDERABAD DECCAN,12:45:00,05:55:00,Friday,Friday,10967
17032,HYB-CSMT MUM,HYDERABAD DECCAN,CST-MUMBAI,20:40:00,13:05:00,Saturday,Saturday,9622
17057,CSMT-SC DEVA,CST-MUMBAI,SECUNDERABAD JN.,21:10:00,14:30:00,Sunday,Monday,13323
17058,SC-CSMT DEVA,SECUNDERABAD JN.,CST-MUMBAI,12:25:00,07:10:00,Thursday,Thursday,12155
17411,MAHALAXMI EX,CST-MUMBAI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,20:20:00,07:25:00,Tuesday,Tuesday,5534
17412,MAHALAXMI EX,CHHATRAPATI SHAHU MAHARAJ TERMINUS,CST-MUMBAI,20:30:00,07:25:00,Wednesday,Wednesday,4158
17617,CSMT-NED TAP,CST-MUMBAI,NANDED,06:15:00,18:00:00,Sunday,Sunday,5971
17618,NED-CSMT TAP,NANDED,CST-MUMBAI,10:05:00,21:50:00,Wednesday,Wednesday,6106
19115,DDR BHUJ EXP,DADAR,NEW BHUJ,15:00:00,07:00:00,Friday,Friday,12581
19116,BHUJ DDR EXP,NEW BHUJ,DADAR,22:25:00,13:45:00,Wednesday,Thursday,11858
22101,CSMT-MMR RAJ,CST-MUMBAI,MANMAD JN.,18:45:00,23:25:00,Friday,Friday,937
22102,MMR-CSMT RAJ,MANMAD JN.,CST-MUMBAI,05:25:00,10:07:00,Saturday,Saturday,1106
22105,INDRAYANI EX,CST-MUMBAI,PUNE JN.,05:40:00,09:05:00,Wednesday,Wednesday,700
22106,INDRAYANI EX,PUNE JN.,CST-MUMBAI,18:35:00,22:00:00,Sunday,Sunday,823
22115,LTT-KRMI AC,LOKMANYA TILAK TERMINUS,VASHI,01:10:00,11:00:00,Thursday,Thursday,2130
22116,KRMI-LTT AC,VASHI,LOKMANYA TILAK TERMINUS,14:00:00,23:55:00,Wednesday,Wednesday,2235
22119,CSTM-KRMI TE,CST-MUMBAI,VASHI,05:00:00,13:20:00,Sunday,Sunday,1513
22120,KRMI-CSTM TE,VASHI,CST-MUMBAI,14:30:00,23:00:00,Monday,Monday,2419
22140,SUR-CSMT EXP,SOLAPUR,CST-MUMBAI,21:10:00,05:10:00,Thursday,Thursday,2337
22143,CSMT-BIDAR E,CST-MUMBAI,BIDAR,21:00:00,09:15:00,Saturday,Saturday,5467
22144,BIDAR-CSMT E,BIDAR,CST-MUMBAI,19:50:00,07:55:00,Thursday,Thursday,5858
22147,DR-SNSI SF E,DADAR,SAI NAGAR SHIRDI,21:45:00,03:45:00,Wednesday,Wednesday,1243
22148,SNSI-DR SF E,SAI NAGAR SHIRDI,DADAR,09:20:00,15:20:00,Sunday,Sunday,1396
22429,DLI-PTK EXP,DELHI JN.,PATHANKOT JN.,08:25:00,18:30:00,Friday,Friday,4924
22430,PTK-DLI SUPE,PATHANKOT JN.,DELHI JN.,07:00:00,17:00:00,Friday,Friday,4420
22629,DADAR TEN EX,DADAR,TIRUNELVELI JN,20:40:00,04:00:00,Sunday,Tuesday,23796
22630,TEN DR EXPRE,TIRUNELVELI JN,DADAR,07:20:00,15:10:00,Friday,Friday,21928
50103,RATNAGIRI PA,DADAR,RATNAGIRI,15:40:00,00:25:00,Thursday,Thursday,6013
50104,RN DADAR PAS,RATNAGIRI,DADAR,05:30:00,14:20:00,Friday,Friday,7247
51027,FAST PASSENG,CST-MUMBAI,PANDHARPUR,22:55:00,10:30:00,Saturday,Saturday,4590
51028,FAST PASSENG,PANDHARPUR,CST-MUMBAI,17:25:00,04:10:00,Wednesday,Wednesday,7365
51029,BB BJP FAST,CST-MUMBAI,BIJAPUR JN,22:55:00,12:20:00,Thursday,Thursday,7595
51030,BJP BB FAST,BIJAPUR JN,CST-MUMBAI,14:50:00,04:10:00,Thursday,Thursday,11109
51153,MUMBAI BSL P,CST-MUMBAI,BHUSAVAL JN.,05:25:00,17:55:00,Sunday,Sunday,10745
51154,BSL MUMBAI P,BHUSAVAL JN.,CST-MUMBAI,07:05:00,19:05:00,Wednesday,Wednesday,10190
51901,AGC-DLI PASS,AGRA CANTT,DELHI JN.,09:00:00,16:00:00,Sunday,Sunday,3231
51902,DLI-AGC PASS,DELHI JN.,AGRA CANTT,07:00:00,13:25:00,Tuesday,Tuesday,2731
51905,SMQL-DLI PAS,DELHI JN.,SHAMLI,18:55:00,22:15:00,Sunday,Sunday,1106
51906,DLI-SMQL PAS,SHAMLI,DELHI JN.,02:00:00,04:30:00,Monday,Monday,840
51909,DLI--SMQL-SR,DELHI JN.,SAHARANPUR JN.,05:20:00,11:00:00,Wednesday,Wednesday,2644
51910,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,06:55:00,12:15:00,Monday,Monday,3222
51911,DLI-SMQL-SRE,DELHI JN.,SAHARANPUR JN.,12:45:00,17:50:00,Tuesday,Tuesday,2644
51912,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,18:15:00,23:50:00,Friday,Friday,3222
51913,DLI-SMQL-SRE,DELHI JN.,SAHARANPUR JN.,18:05:00,23:35:00,Monday,Monday,2164
51914,SRE-SMQL-DLI,SAHARANPUR JN.,DELHI JN.,03:15:00,08:10:00,Thursday,Thursday,2758
51915,DLI-FN PASSE,DELHI JN.,FARUKHNAGAR,00:10:00,01:55:00,Friday,Friday,293
51916,FN-DLI PASSE,FARUKHNAGAR,DELHI JN.,04:10:00,06:15:00,Thursday,Thursday,321
54005,DELHI BHIWAN,DELHI JN.,BHIWANI JN.,04:15:00,08:10:00,Thursday,Thursday,1103
54024,JIND DELHI P,JIND JN,DELHI JN.,17:40:00,22:15:00,Tuesday,Tuesday,1835
54031,DELHI JIND P,DELHI JN.,JIND JN,11:45:00,15:20:00,Friday,Friday,1321
54032,NRW- DELHI P,JIND JN,DELHI JN.,07:20:00,11:00:00,Monday,Monday,1835
54033,DELHI JIND P,DELHI JN.,NARWANA JN.,17:25:00,22:25:00,Sunday,Sunday,1914
54034,JIND DELHI P,JIND JN,DELHI JN.,15:50:00,19:45:00,Thursday,Thursday,1835
54035,DELHI JIND J,DELHI JN.,JAKHAL JN.,15:40:00,21:40:00,Saturday,Saturday,3012
54036,JAKHAL JIND,JAKHAL JN.,DELHI JN.,04:45:00,10:20:00,Tuesday,Tuesday,3923
54055,MORADABAD DE,MORADABAD JN.,DELHI JN.,16:15:00,22:10:00,Saturday,Saturday,2171
54056,MORADABAD DE,DELHI JN.,MORADABAD JN.,10:00:00,15:35:00,Monday,Monday,1986
54057,DELHI SMQL P,DELHI JN.,SHAMLI,21:00:00,00:40:00,Saturday,Saturday,1106
54058,SMQL DLI PAS,SHAMLI,DELHI JN.,03:15:00,06:55:00,Wednesday,Wednesday,1112
54059,DLI SMQL PAS,DELHI JN.,SHAMLI,23:05:00,01:35:00,Thursday,Thursday,588
54060,SMQL DLI PAS,SHAMLI,DELHI JN.,06:30:00,10:10:00,Tuesday,Tuesday,1112
54075,SHAJANPUR DE,SITAPUR CITY JN.,DELHI JN.,14:25:00,03:40:00,Thursday,Thursday,8071
54076,DELHI SHAJAN,DELHI JN.,SITAPUR CITY JN.,23:50:00,13:35:00,Tuesday,Tuesday,8293
54085,DLI-RE PASSA,DELHI JN.,REWARI JN.,06:55:00,09:35:00,Tuesday,Tuesday,704
54086,RE-DLI PASSE,REWARI JN.,DELHI JN.,10:25:00,13:35:00,Saturday,Saturday,766
54303,DLI-KLK PASS,DELHI JN.,KALKA,15:20:00,23:50:00,Wednesday,Wednesday,4594
54304,KLK DLI PASS,KALKA,DELHI JN.,07:05:00,19:40:00,Wednesday,Wednesday,8516
54307,MB-DLI PASSE,MORADABAD JN.,DELHI JN.,17:00:00,23:10:00,Thursday,Thursday,1870
54308,DELHI MORADA,DELHI JN.,MORADABAD JN.,01:40:00,08:00:00,Thursday,Thursday,1881
54309,DLI-RE PASSE,DELHI JN.,REWARI JN.,05:20:00,08:10:00,Monday,Monday,704
54310,RE-DLI PASSE,REWARI JN.,DELHI JN.,09:30:00,12:20:00,Sunday,Sunday,766
54413,DLI-RE PASSE,DELHI JN.,REWARI JN.,03:15:00,05:45:00,Saturday,Saturday,704
54414,RE-DLI PASSE,REWARI JN.,DELHI JN.,07:05:00,09:40:00,Thursday,Thursday,766
54416,RE-DLI PASSE,REWARI JN.,DELHI JN.,13:10:00,15:40:00,Sunday,Sunday,766
54417,DLI-RE PASSE,DELHI JN.,REWARI JN.,16:10:00,18:45:00,Monday,Monday,704
54420,RE-DLI PASSE,REWARI JN.,DELHI JN.,19:25:00,22:20:00,Friday,Friday,766
54421,DLI-RE PASSE,DELHI JN.,REWARI JN.,11:15:00,14:25:00,Friday,Friday,704
54423,DLI-BNW PAS,DELHI JN.,BHIWANI JN.,17:00:00,20:35:00,Thursday,Thursday,1103
54424,BIWANI ROHTA,BHIWANI JN.,DELHI JN.,05:00:00,08:40:00,Saturday,Saturday,1624
54471,DLI - RKSH P,DELHI JN.,RISHIKESH,17:35:00,04:40:00,Friday,Friday,6318
54472,RKSH-DLI PAS,RISHIKESH,DELHI JN.,05:55:00,17:50:00,Monday,Monday,6499
54473,DLI SRE PASS,DELHI JN.,SAHARANPUR JN.,18:15:00,00:10:00,Saturday,Saturday,2511
54474,SAHARANPUR N,SAHARANPUR JN.,DELHI JN.,03:55:00,09:00:00,Tuesday,Tuesday,3552
54475,DLI - HW PAS,DELHI JN.,HARIDWAR JN,09:50:00,21:50:00,Wednesday,Wednesday,5575
54476,DLI - HW PAS,HARIDWAR JN,DELHI JN.,04:20:00,16:10:00,Friday,Friday,6574
54641,DLI-FZR PASS,DELHI JN.,FIROZPUR CANTT JN.,07:10:00,19:35:00,Friday,Friday,10386
54642,FZR - DLI PA,FIROZPUR CANTT JN.,DELHI JN.,11:30:00,22:50:00,Tuesday,Tuesday,12568
64001,DLI-PNP MEMU,DELHI JN.,PANIPAT JN.,19:25:00,21:40:00,Sunday,Sunday,670
64002,PNP-DLI MEMU,PANIPAT JN.,DELHI JN.,06:20:00,08:38:00,Friday,Friday,902
64061,PWL-DLI EMU,PALWAL,DELHI JN.,17:30:00,19:20:00,Tuesday,Tuesday,482
64062,DLI-BVH EMU,DELHI JN.,PALWAL,05:15:00,07:10:00,Thursday,Thursday,252
64064,PND-4 EMU,DELHI JN.,PALWAL,19:45:00,21:25:00,Friday,Friday,252
64101,ALJN-DLI 12C,ALIGARH JN.,DELHI JN.,01:55:00,05:10:00,Thursday,Thursday,1369
64102,DLI-ALJN 12C,DELHI JN.,ALIGARH JN.,18:15:00,21:20:00,Monday,Monday,1255
64103,ALJN-DLI,ALIGARH JN.,DELHI JN.,06:10:00,09:10:00,Thursday,Thursday,1369
64104,DLI-DKDE 12C,DELHI JN.,DANKAUR,05:10:00,06:45:00,Friday,Friday,253
64106,DLI-KRJ 12CA,DELHI JN.,KHURJA JN,17:25:00,19:45:00,Friday,Friday,613
64107,DKDE-DLI 12C,DANKAUR,DELHI JN.,15:00:00,16:35:00,Tuesday,Tuesday,284
64108,DLI-DKDE 12C,DELHI JN.,KHURJA JN,20:30:00,23:00:00,Monday,Monday,613
64151,ALJN-DLI MEM,ALIGARH JN.,DELHI JN.,14:05:00,17:00:00,Sunday,Sunday,1369
64152,DLI-ALJN MEM,DELHI JN.,ALIGARH JN.,08:50:00,12:00:00,Saturday,Saturday,1255
64401,GZB-DLI 12CA,GHAZIABAD JN.,DELHI JN.,10:25:00,11:10:00,Friday,Friday,49
64402,DLI-GZB 12CA,DELHI JN.,GHAZIABAD JN.,07:10:00,08:00:00,Friday,Friday,46
64403,GZB-DLI 12CA,GHAZIABAD JN.,DELHI JN.,17:15:00,18:00:00,Thursday,Thursday,49
64404,DLI-GZB 12CA,DELHI JN.,GHAZIABAD JN.,09:40:00,10:40:00,Thursday,Thursday,46
64406,DLI-GZB 12CA,DELHI JN.,GHAZIABAD JN.,09:20:00,10:10:00,Thursday,Thursday,46
64407,GZB-DLI EMU,GHAZIABAD JN.,DELHI JN.,18:20:00,19:05:00,Thursday,Thursday,49
64408,DLI-GZB 12CA,DELHI JN.,GHAZIABAD JN.,10:10:00,11:00:00,Tuesday,Tuesday,46
64411,SBB-DLI EMU,SAHIBABAD,DELHI JN.,09:00:00,10:00:00,Monday,Monday,100
64412,DLI-GZB MEMU,DELHI JN.,GHAZIABAD JN.,20:20:00,21:05:00,Sunday,Sunday,46
64414,DLI-GZB EMU,DELHI JN.,GHAZIABAD JN.,08:40:00,09:30:00,Monday,Monday,46
64417,GZB-DLI MEMU,GHAZIABAD JN.,DELHI JN.,07:10:00,08:25:00,Wednesday,Wednesday,170
64418,DLI-GZB MEMU,DELHI JN.,GHAZIABAD JN.,18:45:00,20:00:00,Saturday,Saturday,108
64434,DLI-GZB 12CA,DELHI JN.,GHAZIABAD JN.,11:20:00,12:30:00,Friday,Friday,108
64437,GZB-DLI 12CA,GHAZIABAD JN.,DELHI JN.,06:05:00,07:08:00,Monday,Monday,154
64439,GZB-DLI 12CA,GHAZIABAD JN.,DELHI JN.,08:10:00,09:18:00,Wednesday,Wednesday,154
64443,GZB-DLI 12CA,GHAZIABAD JN.,DELHI JN.,18:30:00,20:00:00,Wednesday,Wednesday,170
64445,GZB-NDLS,GHAZIABAD JN.,DELHI JN.,19:25:00,20:05:00,Thursday,Thursday,49
64451,DLI-PNP MEMU,DELHI JN.,PANIPAT JN.,16:40:00,19:15:00,Tuesday,Tuesday,670
64452,KKDE-DLI MEM,KURUKSHETRA JN.,DELHI JN.,05:55:00,09:35:00,Monday,Monday,2426
64453,DLI-PNP 12CA,DELHI JN.,PANIPAT JN.,17:40:00,19:50:00,Saturday,Saturday,670
64454,KKDE-DLI MEM,KURUKSHETRA JN.,DELHI JN.,12:45:00,17:10:00,Tuesday,Tuesday,2426
64531,DLI-PNP PASS,DELHI JN.,PANIPAT JN.,05:45:00,07:55:00,Saturday,Saturday,663
64533,DLI-PNP MEMU,DELHI JN.,PANIPAT JN.,12:50:00,15:05:00,Wednesday,Wednesday,670
64536,PNP-DLI-MEMU,PANIPAT JN.,DELHI JN.,09:55:00,12:35:00,Wednesday,Wednesday,902
64557,DLI-SRE MEMU,DELHI JN.,SAHARANPUR JN.,16:45:00,21:50:00,Monday,Monday,2247
64558,SRE-DLI MEMU,SAHARANPUR JN.,DELHI JN.,04:25:00,08:55:00,Wednesday,Wednesday,2790
64559,DLI - SRE ME,DELHI JN.,SAHARANPUR JN.,13:20:00,19:10:00,Monday,Monday,2247
64560,SRE - DLI ME,SAHARANPUR JN.,DELHI JN.,04:55:00,09:30:00,Tuesday,Tuesday,2790
64561,DLI-UMB MEMU,DELHI JN.,AMBALA CANTT JN,11:25:00,19:20:00,Friday,Friday,4948
64562,UMB-DLI MEMU,AMBALA CANTT JN,DELHI JN.,06:00:00,14:50:00,Tuesday,Tuesday,5492
64581,HRF-DLI MEMU,HATHRAS QILAH,DELHI JN.,05:55:00,10:00:00,Thursday,Thursday,2177
64582,DLI-HRF MEMU,DELHI JN.,HATHRAS QILAH,17:45:00,21:45:00,Friday,Friday,1991
64583,TDL-DLI MEMU,TUNDLA JN,DELHI JN.,06:30:00,13:00:00,Friday,Friday,3349
64584,DLI-TDL MEMU,DELHI JN.,TUNDLA JN,12:55:00,18:10:00,Monday,Monday,3143
64913,DLI-ROK MEMU,DELHI JN.,ROHTAK JN.,05:00:00,07:00:00,Tuesday,Tuesday,492
64914,ROK-DLI MEMU,ROHTAK JN.,DELHI JN.,13:30:00,15:45:00,Tuesday,Tuesday,679
64915,DLI-ROK MEMU,DELHI JN.,ROHTAK JN.,10:10:00,12:20:00,Saturday,Saturday,492
64916,ROK-DLI MEMU,ROHTAK JN.,DELHI JN.,21:00:00,23:10:00,Friday,Friday,679
64931,DLI-ROK MEMU,DELHI JN.,ROHTAK JN.,18:35:00,20:55:00,Saturday,Saturday,492
64932,ROK-DLI MEMU,ROHTAK JN.,DELHI JN.,15:50:00,18:10:00,Monday,Monday,679
74001,DLI-RE DMU,DELHI JN.,REWARI JN.,20:05:00,22:35:00,Monday,Monday,704
74002,RE-DLI DMU,REWARI JN.,DELHI JN.,17:00:00,19:35:00,Friday,Friday,766
74003,DLI-RE DMU,DELHI JN.,REWARI JN.,13:50:00,16:30:00,Saturday,Saturday,704
74004,RE-DLI DMU,REWARI JN.,DELHI JN.,05:30:00,08:15:00,Saturday,Saturday,766
74011,DLI-ROK DMU,DELHI JN.,ROHTAK JN.,20:20:00,22:35:00,Saturday,Saturday,492
